display,left_image,right_image,left_image_90,right_image_90,target_duration,target_duration_90,ANSWER,meta_left_number,meta_right_number,meta_ratio,meta_ratio_group,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,inst_text.started,inst_keyresp.started,text_2.started,inst_keyresp.keys,inst_keyresp.rt,blank_1000_text.started,etRecord.started,etRecord.stopped,blank_1000_text.stopped,fixation.started,roi_left.started,roi_right.started,roi_centre.started,roi_screen.started,roi_left_number.started,roi_right_number.started,target_left.started,target_right.started,target_left_90.started,target_left_90.stopped,target_right_90.started,target_right_90.stopped,trial_key_resp.started,fixation.stopped,trial_key_resp.keys,trial_key_resp.corr,trial_key_resp.rt,roi_left.numLooks,roi_left.timesOn,roi_left.timesOff,roi_right.numLooks,roi_right.timesOn,roi_right.timesOff,roi_centre.numLooks,roi_centre.timesOn,roi_centre.timesOff,roi_screen.numLooks,roi_screen.timesOn,roi_screen.timesOff,roi_left_number.numLooks,roi_left_number.timesOn,roi_left_number.timesOff,roi_right_number.numLooks,roi_right_number.timesOn,roi_right_number.timesOff,break_key_resp.keys,blank_500_text.started,blank_500_text.stopped,text_4.started,break_key_resp.started,break_key_resp.rt,inst_text_2.started,inst_keyresp_2.started,text_3.started,inst_keyresp_2.keys,inst_keyresp_2.rt,target_left.stopped,target_right.stopped,text.started,etRecord_end.started,etRecord_end.stopped,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
trial,005.png,002.png,005.png,002.png,3,0,left,5,2,0.4,medium,0,19,19,5,,,,,,,,,,,,,,252.08083660015836,252.08083660015836,252.08083660015836,252.08083660015836,252.08083660015836,252.08083660015836,252.08083660015836,253.03108819993213,253.03108819993213,253.03108819993213,253.03108819993213,253.03108819993213,253.03108819993213,253.03108819993213,253.08095640013926,left,1,1.455864300020039,2,"[1.29686290002428, 1.9837470001075417]","[1.5207237999420613, 2.473198299994692]",1,[1.5527875002007931],[1.9206648000981659],1,[1.5213711000978947],[1.9524809999857098],4,"[0.4209104999899864, 0.9287765000481158, 0.9912123999092728, 1.5216667000204325]","[0.881521699950099, 0.965556199895218, 1.1589315999299288, 1.5533576000016183]",1,[1.9848406999371946],[2.475740500027314],1,[1.553970400011167],[1.9219641000963748],None,254.56430139997974,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,006.png,003.png,006.png,003.png,3,0,left,6,3,0.5,medium,0,20,20,25,,,,,,,,,,,,,,255.11414030008018,255.11414030008018,255.11414030008018,255.11414030008018,255.11414030008018,255.11414030008018,255.11414030008018,256.0647090000566,256.0647090000566,256.0647090000566,256.0647090000566,256.0647090000566,256.0647090000566,256.0647090000566,256.13106049993075,left,1,1.2141352999024093,1,[1.7521478000562638],[2.2179530998691916],1,[1.360556400148198],[1.6883352999575436],1,[1.2929865999612957],[1.722705899970606],5,"[0.007399699883535504, 0.9538461999036372, 1.1186291000340134, 1.2935343999415636, 1.6891336000990123]","[0.9220831000711769, 0.9861111999489367, 1.1614798998925835, 1.3616593000479043, 1.723079500021413]",1,[1.7539611998945475],[2.2197294998914003],1,[1.3280818001367152],[1.6896808000747114],None,257.3814912000671,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,004.png,007.png,004.png,007.png,3,0,right,4,7,0.5714285714285714,medium,0,21,21,46,,,,,,,,,,,,,,257.91460240003653,257.91460240003653,257.91460240003653,257.91460240003653,257.91460240003653,257.91460240003653,257.91460240003653,258.8477598000318,258.8477598000318,258.8477598000318,258.8477598000318,258.8477598000318,258.8477598000318,258.8477598000318,258.9481117001269,right,1,1.423297300003469,2,"[0.009318600175902247, 1.600394100183621]","[0.3799217001069337, 1.969548000022769]",0,,,2,"[1.3839809000492096, 2.0182680999860168]","[1.5668226000852883, 2.414342900039628]",5,"[0.41542570013552904, 0.6761038999538869, 0.8687821000348777, 1.047101200092584, 2.0188138999510556]","[0.5445636999793351, 0.7081266001332551, 0.974526199977845, 1.5673251000698656, 2.414916400099173]",2,"[0.012113099917769432, 1.603571099927649]","[0.38342970004305243, 1.9730424000881612]",2,"[1.4120777999050915, 2.020374499959871]","[1.534995999885723, 2.415983499959111]",None,260.3316726000048,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,002.png,009.png,002.png,009.png,3,0,right,2,9,0.2222222222222222,low,0,22,22,60,,,,,,,,,,,,,,260.8982518000994,260.8982518000994,260.8982518000994,260.8982518000994,260.8982518000994,260.8982518000994,260.8982518000994,261.8314294000156,261.8314294000156,261.8314294000156,261.8314294000156,261.8314294000156,261.8314294000156,261.8314294000156,261.9316742999945,right,1,2.0553501998074353,5,"[1.7803641001228243, 2.0901029999367893, 2.2219688000623137, 2.3256836000364274, 2.4870589000638574]","[1.9559202999807894, 2.1614224000368267, 2.254713200032711, 2.456426399992779, 2.511794399935752]",3,"[1.3771893999073654, 1.5051063001155853, 2.6092413999140263]","[1.4407824000809342, 1.7490574000403285, 3.0592074000742286]",3,"[0.00719510018825531, 1.3138338001444936, 2.5778413000516593]","[0.23953750007785857, 1.7499012001790106, 3.0597829001490027]",5,"[0.007625299971550703, 0.4800958998966962, 0.7088673999533057, 1.441681999946013, 1.7505609998479486]","[0.30785929993726313, 0.644647799897939, 1.37807899992913, 1.5066017999779433, 1.7823289998341352]",1,[1.8145777999889106],[2.5470553000923246],3,"[0.008520799921825528, 1.3464848001021892, 2.6110811000689864]","[0.19186259992420673, 1.751921399962157, 3.061509200138971]",None,263.96511330013163,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,007.png,006.png,007.png,006.png,3,0,left,7,6,0.8571428571428571,high,0,23,23,32,,,,,,,,,,,,,,264.5152406000998,264.5152406000998,264.5152406000998,264.5152406000998,264.5152406000998,264.5152406000998,264.5152406000998,265.4821377999615,265.4821377999615,265.4821377999615,265.4821377999615,265.4821377999615,265.4821377999615,265.4821377999615,265.5319437000435,left,1,1.9567793000023812,2,"[1.4896577999461442, 2.5012906999327242]","[1.9429148000199348, 2.9630231000483036]",2,"[0.0069796000607311726, 1.9776855001691729]","[0.16738410014659166, 2.4700373001396656]",3,"[0.007415900006890297, 1.3302047001197934, 1.9783518000040203]","[0.19894040003418922, 1.4592720000073314, 2.472532100044191]",5,"[0.26219509984366596, 0.5352562998887151, 0.7916639999020845, 0.8985074998345226, 1.9447024997789413]","[0.295230699935928, 0.5682172998785973, 0.8675947999581695, 0.9309195999521762, 1.9790462998207659]",2,"[1.5229652000125498, 2.53126380010508]","[1.9453420001082122, 2.964143100194633]",2,"[0.00911810016259551, 1.9802423000801355]","[0.16973700001835823, 2.4414544000755996]",space,270.065633200109,,267.51521460013464,267.51521460013464,2.44436309998855,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,001.png,007.png,001.png,007.png,3,0,right,1,7,0.14285714285714285,low,0,24,24,2,,,,,,,,,,,,,,270.59935860009864,270.59935860009864,270.59935860009864,270.59935860009864,270.59935860009864,270.59935860009864,270.59935860009864,271.5494381999597,271.5494381999597,271.5494381999597,271.5494381999597,271.5494381999597,271.5494381999597,271.5494381999597,271.6157523000147,right,1,1.1304232999682426,1,[1.3543448999989778],[1.5105069999117404],0,,,1,[1.7868611998856068],[2.123551500029862],7,"[0.07178850006312132, 0.2563080000691116, 0.3779625000897795, 0.44164670002646744, 0.6557161000091583, 1.1239152001217008, 1.7876287000253797]","[0.22162399999797344, 0.3463161999825388, 0.41018770006485283, 0.5381801000330597, 0.6890640000347048, 1.1571476000826806, 2.124100800137967]",1,[1.4810808999463916],[1.7556745999027044],1,[1.8220524999778718],[2.125964399892837],None,272.73236480006017,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,008.png,009.png,008.png,009.png,3,0,right,8,9,0.8888888888888888,high,0,25,25,53,,,,,,,,,,,,,,273.28268530010246,273.28268530010246,273.28268530010246,273.28268530010246,273.28268530010246,273.28268530010246,273.28268530010246,274.24925890006125,274.24925890006125,274.24925890006125,274.24925890006125,274.24925890006125,274.24925890006125,274.24925890006125,274.2992088000756,right,1,1.4058546000160277,1,[1.3274646999780089],[1.7323370000813156],1,[2.4331880998797715],[2.433192600030452],1,[1.7652821000665426],[2.4335090999957174],4,"[0.0071124001406133175, 0.6294327001087368, 0.725689500104636, 1.7658737001474947]","[0.32552800001576543, 0.6620114999823272, 1.2976220999844372, 2.4337937000673264]",1,[1.4284263998270035],[1.7346284999512136],1,[1.7989129000343382],[2.434327300172299],None,275.7493795999326,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,001.png,005.png,001.png,005.png,3,0,right,1,5,0.2,low,0,26,26,0,,,,,,,,,,,,,,276.2998983999714,276.2998983999714,276.2998983999714,276.2998983999714,276.2998983999714,276.2998983999714,276.2998983999714,277.21646529994905,277.21646529994905,277.21646529994905,277.21646529994905,277.21646529994905,277.21646529994905,277.21646529994905,277.33318349998444,right,1,1.0405425999779254,2,"[1.2859338000416756, 1.59005880006589]","[1.3175157001242042, 1.6942364000715315]",1,[1.6953476001508534],[1.9895926001481712],1,[1.6980047000106424],[1.9899885999038815],3,"[0.00705250003375113, 0.4927312000654638, 0.9192240000702441]","[0.4243008999619633, 0.8907751999795437, 1.226657300023362]",1,[1.2878068001009524],[1.6237135999836028],1,[1.7006168998777866],[1.9911819999106228],None,278.3164441001136,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,003.png,007.png,003.png,007.png,3,0,right,3,7,0.42857142857142855,medium,0,27,27,62,,,,,,,,,,,,,,278.8663218000438,278.8663218000438,278.8663218000438,278.8663218000438,278.8663218000438,278.8663218000438,278.8663218000438,279.79981580004096,279.79981580004096,279.79981580004096,279.79981580004096,279.79981580004096,279.79981580004096,279.79981580004096,279.9001569999382,right,1,1.3916297000832856,1,[1.572888100054115],[1.9387680001091212],2,"[2.0346065999474376, 2.1467633000575006]","[2.1120635999832302, 2.273867999901995]",1,[1.9399574000854045],[2.3747019001748413],11,"[0.15945010003633797, 0.22845389996655285, 0.3730893998872489, 0.6281895998399705, 0.8683137998450547, 0.932849399978295, 1.103968699928373, 1.2050469999667257, 1.9405079998541623, 2.1128576998598874, 2.245366199873388]","[0.19781499984674156, 0.3560947999358177, 0.5952131999656558, 0.8366155000403523, 0.900057699996978, 1.070993599947542, 1.1736098998226225, 1.2644595999736339, 2.0358370000030845, 2.147863999940455, 2.3753129998221993]",1,[1.3807280999608338],[1.909599700011313],1,[1.9735440001823008],[2.376640200149268],None,281.26675350009464,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,004.png,005.png,004.png,005.png,3,0,right,4,5,0.8,high,0,28,28,63,,,,,,,,,,,,,,281.80016690003686,281.80016690003686,281.80016690003686,281.80016690003686,281.80016690003686,281.80016690003686,281.80016690003686,282.78341050003655,282.78341050003655,282.78341050003655,282.78341050003655,282.78341050003655,282.78341050003655,282.78341050003655,282.8169203000143,right,1,1.2393300000112504,1,[1.3558471000287682],[1.8852222000714391],1,[1.9186482999939471],[2.2857383999507874],1,[1.919165400089696],[2.286296600010246],4,"[0.28934659995138645, 1.0540777000132948, 1.1827497999183834, 1.24540779995732]","[1.0215674000792205, 1.118116700090468, 1.2120211001019925, 1.3101111000869423]",1,[1.485600700136274],[1.8551654000766575],1,[1.9217302999459207],[2.2887421001214534],None,284.11697760014795,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,006.png,001.png,006.png,001.png,3,0,left,6,1,0.16666666666666666,low,0,29,29,55,,,,,,,,,,,,,,284.6335344000254,284.6335344000254,284.6335344000254,284.6335344000254,284.6335344000254,284.6335344000254,284.6335344000254,285.61691550002433,285.61691550002433,285.61691550002433,285.61691550002433,285.61691550002433,285.61691550002433,285.61691550002433,285.650239800103,left,1,1.1666399000678211,2,"[1.3832820998504758, 1.9914197998587042]","[1.5589812998659909, 2.186548799974844]",0,,,1,[1.5908129999879748],[1.9594187000766397],2,"[0.00828820001333952, 1.5601733999792486]","[0.1557495000306517, 1.9597916000057012]",2,"[1.431930199963972, 1.993355100043118]","[1.5274549000896513, 2.187871100148186]",1,[1.6240724998060614],[1.9273531998042017],None,286.8336513999384,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,002.png,005.png,002.png,005.png,3,0,right,2,5,0.4,medium,0,30,30,23,,,,,,,,,,,,,,287.3837401000783,287.3837401000783,287.3837401000783,287.3837401000783,287.3837401000783,287.3837401000783,287.3837401000783,288.33382180007175,288.33382180007175,288.33382180007175,288.33382180007175,288.33382180007175,288.33382180007175,288.33382180007175,288.4005797000136,right,1,1.8177114999853075,4,"[1.2699476999696344, 1.5268953000195324, 1.6063799001276493, 1.6699934999924153]","[1.4943946001585573, 1.5581817000638694, 1.6381250000558794, 1.8617471000179648]",2,"[1.9434198001399636, 2.1348956001456827]","[2.1022874999325722, 2.8410700999666005]",1,[1.8950044000521302],[2.8414718001149595],2,"[0.5048204001504928, 1.8630808000452816]","[1.2402219001669437, 1.944058099994436]",1,[1.3038128998596221],[1.8305027999449521],1,[1.9445327001158148],[2.842256500152871],None,290.23399450001307,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,005.png,006.png,005.png,006.png,3,0,right,5,6,0.8333333333333334,high,0,31,31,66,,,,,,,,,,,,,,290.78409770014696,290.78409770014696,290.78409770014696,290.78409770014696,290.78409770014696,290.78409770014696,290.78409770014696,291.75102550000884,291.75102550000884,291.75102550000884,291.75102550000884,291.75102550000884,291.75102550000884,291.75102550000884,291.8176172999665,right,1,2.008111999835819,2,"[1.3144082999788225, 1.8687079998198897]","[1.4618877000175416, 2.354848299873993]",6,"[1.462515400024131, 2.4822664000093937, 2.6365547000896186, 2.8191156999673694, 2.8827935000881553, 3.0034540998749435]","[1.826454099966213, 2.515217100037262, 2.658813700079918, 2.8503042000811547, 2.9869238000828773, 3.0273581999354064]",2,"[1.4631250000093132, 2.4189316001720726]","[1.8578540000598878, 3.027675700141117]",7,"[0.019488299963995814, 2.4192417999729514, 2.5157566000707448, 2.6593055000994354, 2.851027100114152, 2.9875191000755876, 3.0279551001731306]","[1.283672200050205, 2.4827674000989646, 2.637327400036156, 2.819680399959907, 2.883596300147474, 3.004168099956587, 3.0279592000879347]",2,"[1.3155803000554442, 1.8913362000603229]","[1.4112901000771672, 2.3559992001391947]",2,"[1.6196510000154376, 2.4198881001211703]","[1.8276567999273539, 3.0285040999297053]",None,293.81769719999284,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,009.png,002.png,009.png,002.png,3,0,left,9,2,0.2222222222222222,low,0,32,32,42,,,,,,,,,,,,,,294.4011948001571,294.4011948001571,294.4011948001571,294.4011948001571,294.4011948001571,294.4011948001571,294.4011948001571,295.3014295999892,295.3014295999892,295.3014295999892,295.3014295999892,295.3014295999892,295.3014295999892,295.3014295999892,295.41792410006747,left,1,1.5855284000281245,1,[1.8885168000124395],[2.592860799981281],1,[1.473075999878347],[1.8093576999381185],1,[1.4403538999613374],[1.8422362999990582],5,"[0.052606199868023396, 0.6426295998971909, 1.1532956000883132, 1.4406427000649273, 1.8098579000215977]","[0.2101668999530375, 1.1055924999527633, 1.185802899999544, 1.4737801000010222, 1.8425555999856442]",1,[1.8897188999690115],[2.5942225998733193],1,[1.4744718000292778],[1.810566599946469],None,296.96791859995574,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,008.png,001.png,008.png,001.png,3,0,left,8,1,0.125,low,0,33,33,3,,,,,,,,,,,,,,297.50141329993494,297.50141329993494,297.50141329993494,297.50141329993494,297.50141329993494,297.50141329993494,297.50141329993494,298.484828799963,298.484828799963,298.484828799963,298.484828799963,298.484828799963,298.484828799963,298.484828799963,298.51816480001435,left,1,1.3067310999613255,3,"[0.005351499887183309, 1.3169760999735445, 1.9117602999322116]","[0.1806882000528276, 1.4794469999615103, 2.3558187999296933]",1,[1.755548199871555],[1.783708699978888],1,[1.5127731000538915],[1.8807298000901937],3,"[0.3411250999197364, 1.4813974001444876, 1.817864099983126]","[1.2855871999636292, 1.756713300012052, 1.9127523999195546]",3,"[0.006509799975901842, 1.3221676000393927, 1.9407429001294076]","[0.13336979993619025, 1.4519130000844598, 2.3569235999602824]",1,[1.5480363999959081],[1.846206600079313],None,299.8849136000499,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,009.png,005.png,009.png,005.png,3,0,left,9,5,0.5555555555555556,medium,0,34,34,67,,,,,,,,,,,,,,300.43495070002973,300.43495070002973,300.43495070002973,300.43495070002973,300.43495070002973,300.43495070002973,300.43495070002973,301.3517025001347,301.3517025001347,301.3517025001347,301.3517025001347,301.3517025001347,301.3517025001347,301.3517025001347,301.4517125999555,left,1,1.51222679996863,3,"[0.005943899974226952, 1.9775740001350641, 2.047473100014031]","[0.12184910010546446, 2.0307537000626326, 2.474493900081143]",2,"[1.4675024999305606, 1.6421760998200625]","[1.6093784000258893, 1.9779424997977912]",1,[1.2981483999174088],[1.9782149998936802],3,"[0.7953178999014199, 0.9071615999564528, 0.9491282000672072]","[0.8583078999072313, 0.9312040000222623, 1.468135500093922]",2,"[0.007309299893677235, 2.0109049000311643]","[0.09113199985586107, 2.4759966998826712]",1,[1.3163401000201702],[1.9791522999294102],None,302.9353043001611,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,005.png,006.png,005.png,006.png,3,0,right,5,6,0.8333333333333334,high,0,35,35,30,,,,,,,,,,,,,,303.4686815000605,303.4686815000605,303.4686815000605,303.4686815000605,303.4686815000605,303.4686815000605,303.4686815000605,304.43536589993164,304.43536589993164,304.43536589993164,304.43536589993164,304.43536589993164,304.43536589993164,304.43536589993164,304.5020586999599,right,1,1.531508699990809,1,[1.6148012999910861],[2.0782791001256555],2,"[1.3426365999039263, 2.142290399875492]","[1.5509887000080198, 2.5430288000497967]",2,"[1.342937699984759, 2.1107314000837505]","[1.5834115999750793, 2.5434455000795424]",2,"[0.3391647001262754, 2.1109660000074655]","[1.3432321001309901, 2.1427534001413733]",1,[1.6480052000842988],[2.0793379000388086],2,"[1.37582190008834, 2.1433053000364453]","[1.5520766000263393, 2.5443180000875145]",None,306.05214229994453,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,007.png,006.png,007.png,006.png,3,0,left,7,6,0.8571428571428571,high,0,36,36,68,,,,,,,,,,,,,,306.568908700021,306.568908700021,306.568908700021,306.568908700021,306.568908700021,306.568908700021,306.568908700021,307.5189458001405,307.5189458001405,307.5189458001405,307.5189458001405,307.5189458001405,307.5189458001405,307.5189458001405,307.6189536000602,left,1,1.4880311999004334,2,"[1.3383653999771923, 2.026968500111252]","[1.5472313000354916, 2.4907918001990765]",3,"[0.006287100026383996, 1.6110332000534981, 1.8190153001341969]","[0.10677299997769296, 1.7544132999610156, 1.9465413000434637]",2,"[0.0065611000172793865, 1.5482079000212252]","[0.13835909985937178, 1.9791538999415934]",8,"[0.10738699999637902, 0.41048249998129904, 0.7467072999570519, 1.019619599916041, 1.1468508997932076, 1.5484558998141438, 1.7548846998251975, 1.9469699999317527]","[0.13878909987397492, 0.5071154998149723, 0.8434043999295682, 1.0513996998779476, 1.1786942000035197, 1.6116100999061018, 1.8194873998872936, 1.9795863998588175]",2,"[1.3556669999379665, 2.0281883000861853]","[1.5153777000959963, 2.4918976998887956]",2,"[0.0073269999120384455, 1.5800977998878807]","[0.10793619998730719, 1.9474464000668377]",None,309.085856199963,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,005.png,002.png,005.png,002.png,3,0,left,5,2,0.4,medium,0,37,37,41,,,,,,,,,,,,,,309.61917500011623,309.61917500011623,309.61917500011623,309.61917500011623,309.61917500011623,309.61917500011623,309.61917500011623,310.56921410001814,310.56921410001814,310.56921410001814,310.56921410001814,310.56921410001814,310.56921410001814,310.56921410001814,310.65258580003865,left,1,1.1499210000038147,2,"[0.00522430008277297, 1.8525487000588328]","[0.30045350012369454, 2.1405454999767244]",3,"[1.5805279000196606, 1.676116299815476, 1.740082899807021]","[1.6437077999580652, 1.7093515999149531, 1.773047599941492]",2,"[0.8125815999228507, 1.3422841997817159]","[0.8771100998856127, 1.8040056999307126]",5,"[1.005630300147459, 1.3425288000144064, 1.6445570001378655, 1.709920700173825, 1.7736381001304835]","[1.0379319000057876, 1.5812284999992698, 1.67674530018121, 1.7407961999997497, 1.8043743001762778]",2,"[0.007191400043666363, 1.854879700113088]","[0.26982270018197596, 2.14173400006257]",1,[1.3748854999430478],[1.7741409000009298],None,311.7860129000619,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,006.png,005.png,006.png,005.png,3,0,left,6,5,0.8333333333333334,high,0,38,38,12,,,,,,,,,,,,,,312.30271640000865,312.30271640000865,312.30271640000865,312.30271640000865,312.30271640000865,312.30271640000865,312.30271640000865,313.269481100142,313.269481100142,313.269481100142,313.269481100142,313.269481100142,313.269481100142,313.269481100142,313.35306450002827,left,1,1.5694232999812812,3,"[0.0055268001742661, 1.346040400210768, 2.1130038001574576]","[0.19387900014407933, 1.5375487001147121, 2.5777298000175506]",1,[1.6014809999614954],[2.0815886000636965],1,[1.5699998000636697],[2.081943100085482],4,"[0.3386841998435557, 0.8026725999079645, 1.0433191999327391, 1.5384110999293625]","[0.7701512998901308, 1.0105388998053968, 1.1382916998118162, 1.6019341999199241]",3,"[0.006590200122445822, 1.3803205001167953, 2.1140400001313537]","[0.1623271000571549, 1.5077655999921262, 2.5787173002026975]",1,[1.5709133001510054],[2.083322900114581],None,314.9029800000135,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,007.png,009.png,007.png,009.png,3,0,right,7,9,0.7777777777777778,high,0,39,39,70,,,,,,,,,,,,,,315.43648330005817,315.43648330005817,315.43648330005817,315.43648330005817,315.43648330005817,315.43648330005817,315.43648330005817,316.4198288000189,316.4198288000189,316.4198288000189,316.4198288000189,316.4198288000189,316.4198288000189,316.4198288000189,316.45327419997193,right,1,1.4675604000221938,3,"[0.004975099815055728, 1.2846679999493062, 1.6534243999049067]","[0.2440344998613, 1.3798343997914344, 2.083565399982035]",1,[1.4447642001323402],[1.620446000015363],2,"[1.4129502000287175, 2.1480867001228034]","[1.6208961999509484, 2.549358000047505]",3,"[0.2778274000156671, 1.4132328999694437, 2.084600399946794]","[1.2532352998387069, 1.445286100031808, 2.5496618999168277]",1,[1.6549684999044985],[2.0533530998509377],2,"[1.4457980000879616, 2.1488824000116438]","[1.6220615000929683, 2.5502192999701947]",None,318.0366481000092,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,007.png,001.png,007.png,001.png,3,0,left,7,1,0.14285714285714285,low,0,40,40,20,,,,,,,,,,,,,,318.5367749000434,318.5367749000434,318.5367749000434,318.5367749000434,318.5367749000434,318.5367749000434,318.5367749000434,319.50342720001936,319.50342720001936,319.50342720001936,319.50342720001936,319.50342720001936,319.50342720001936,319.50342720001936,319.5701012001373,left,1,1.4636715999804437,2,"[1.3234812000300735, 1.945421400014311]","[1.4509228998795152, 2.489820000017062]",0,,,2,"[0.010437099961563945, 1.483706699917093]","[0.10683219996280968, 1.9136773999780416]",7,"[0.010783599922433496, 0.6257567000575364, 0.9169141999445856, 1.052911400096491, 1.1160271998960525, 1.2457824000157416, 1.4841704999562353]","[0.1071399999782443, 0.7602621999103576, 0.9891260999720544, 1.0845470998901874, 1.1798151000402868, 1.2770543999504298, 1.8820766999851912]",3,"[1.32635369990021, 1.3890720999334008, 1.947330900002271]","[1.3575488000642508, 1.4526740999426693, 2.4911783998832107]",2,"[0.011491799959912896, 1.5177148999646306]","[0.07511390000581741, 1.882590200053528]",None,321.0369689001236,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,005.png,001.png,005.png,001.png,3,0,left,5,1,0.2,low,0,41,41,54,,,,,,,,,,,,,,321.5538829001598,321.5538829001598,321.5538829001598,321.5538829001598,321.5538829001598,321.5538829001598,321.5538829001598,322.5206049999688,322.5206049999688,322.5206049999688,322.5206049999688,322.5206049999688,322.5206049999688,322.5206049999688,322.57032350008376,left,1,1.4227943001314998,5,"[0.005347399972379208, 1.3417199000250548, 1.4044757999945432, 1.5011718000750989, 2.0451938998885453]","[0.17236880003474653, 1.373153300024569, 1.4693594998680055, 1.5335860999766737, 2.4784730998799205]",1,[1.9658097999636084],[2.045483099995181],1,[1.5818129999097437],[2.0458138999529183],2,"[0.39767710003070533, 1.5346892999950796]","[0.9097937999758869, 1.9662198999430984]",3,"[0.0065848000813275576, 1.3429167000576854, 2.0790069000795484]","[0.1736638001166284, 1.50225600018166, 2.4801962000783533]",1,[1.5826139999553561],[2.0467827999964356],None,324.05387030006386,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
trial,007.png,004.png,007.png,004.png,3,0,left,7,4,0.5714285714285714,medium,0,42,42,28,,,,,,,,,,,,,,324.58719170000404,324.58719170000404,324.58719170000404,324.58719170000404,324.58719170000404,324.58719170000404,324.58719170000404,325.5872953000944,325.5872953000944,325.5872953000944,325.5872953000944,325.5872953000944,325.5872953000944,325.5872953000944,325.6373535001185,left,1,1.3643151998985559,2,"[1.813670099945739, 2.069743499858305]","[2.0369445998221636, 2.4052110000047833]",1,[1.4141804000828415],[1.7336256001144648],1,[1.4146493999287486],[1.7338690999895334],0,,,1,[1.815002600196749],[2.4065228002145886],1,[1.415567000163719],[1.7348126000724733],None,327.020692500053,,,,,,,,,,,,,,,,0601,001,2023-02-06_16h57.47.462,mag_comparison_numeral,2022.2.5,60.00578454579195,
